2026-02-09,USR_0036,Enterprise,$49.99
2026-02-10,USR_0032,Standard,$14.99
2026-02-11,USR_0020,Standard,$14.99
2026-02-11,USR_0028,Standard,$14.99
2026-02-14,USR_0008,Premium,$19.99
2026-02-14,USR_0009,Premium,$19.99
2026-02-15,USR_0018,Premium,$19.99
2026-02-16,USR_0032,Premium,$19.99
2026-02-18,USR_0004,Enterprise,$49.99
2026-02-18,USR_0024,Standard,$14.99
2026-02-18,USR_0015,Basic,$9.99
2026-02-21,USR_0006,Standard,$14.99
2026-02-21,USR_0017,Standard,$14.99
2026-02-21,USR_0031,Premium,$19.99
2026-02-21,USR_0016,Standard,$14.99
2026-02-23,USR_0022,Basic,$9.99
2026-02-23,USR_0025,Enterprise,$49.99
2026-02-25,USR_0018,Basic,$9.99
2026-02-26,USR_0030,Basic,$9.99
2026-02-26,USR_0028,Standard,$14.99
2026-02-27,USR_0018,Basic,$9.99
2026-02-28,USR_0041,Basic,$9.99
2026-02-28,USR_0021,Standard,$14.99
2026-03-02,USR_0027,Standard,$14.99
2026-03-02,USR_0004,Standard,$14.99
2026-03-06,USR_0038,Standard,$14.99
2026-03-07,USR_0018,Standard,$14.99
2026-03-07,USR_0033,Enterprise,$49.99
2026-03-08,USR_0044,Premium,$19.99
2026-03-09,USR_0033,Enterprise,$49.99
2026-03-12,USR_0007,Standard,$14.99
2026-03-13,USR_0025,Standard,$14.99
2026-03-16,USR_0036,Basic,$9.99
2026-03-16,USR_0036,Enterprise,$49.99
2026-03-17,USR_0032,Premium,$19.99
2026-03-17,USR_0010,Premium,$19.99
2026-03-18,USR_0011,Basic,$9.99
2026-03-18,USR_0036,Standard,$14.99
2026-03-18,USR_0001,Premium,$19.99
2026-03-19,USR_0018,Basic,$9.99
2026-03-20,USR_0003,Enterprise,$49.99
2026-03-20,USR_0035,Basic,$9.99
2026-03-22,USR_0016,Basic,$9.99
2026-03-22,USR_0003,Premium,$19.99
2026-03-23,USR_0017,Enterprise,$49.99
2026-03-23,USR_0002,Premium,$19.99
2026-03-23,USR_0016,Enterprise,$49.99
2026-03-25,USR_0003,Standard,$14.99
2026-03-25,USR_0028,Standard,$14.99
2026-03-26,USR_0036,Standard,$14.99
2026-03-26,USR_0024,Basic,$9.99
2026-03-27,USR_0034,Premium,$19.99
2026-03-27,USR_0038,Enterprise,$49.99
2026-03-28,USR_0040,Basic,$9.99
2026-03-29,USR_0018,Basic,$9.99
2026-03-29,USR_0043,Standard,$14.99
2026-03-29,USR_0042,Premium,$19.99
2026-03-29,USR_0021,Standard,$14.99
2026-03-30,USR_0027,Premium,$19.99
2026-03-30,USR_0008,Premium,$19.99
2026-04-01,USR_0015,Enterprise,$49.99
2026-04-02,USR_0007,Basic,$9.99
2026-04-02,USR_0019,Enterprise,$49.99
2026-04-03,USR_0015,Basic,$9.99
2026-04-06,USR_0023,Standard,$14.99
2026-04-06,USR_0007,Standard,$14.99
2026-04-08,USR_0029,Standard,$14.99
2026-04-08,USR_0028,Basic,$9.99
2026-04-11,USR_0028,Premium,$19.99
2026-04-11,USR_0030,Standard,$14.99
2026-04-12,USR_0023,Standard,$14.99
2026-04-12,USR_0018,Premium,$19.99
2026-04-14,USR_0012,Premium,$19.99
2026-04-14,USR_0017,Basic,$9.99
2026-04-14,USR_0022,Premium,$19.99
2026-04-16,USR_0009,Enterprise,$49.99
2026-04-17,USR_0022,Basic,$9.99
2026-04-17,USR_0007,Standard,$14.99
2026-04-18,USR_0016,Enterprise,$49.99
2026-04-18,USR_0007,Enterprise,$49.99
2026-04-20,USR_0015,Standard,$14.99
2026-04-21,USR_0010,Standard,$14.99
2026-04-22,USR_0017,Standard,$14.99
2026-04-22,USR_0019,Enterprise,$49.99
2026-04-23,USR_0028,Premium,$19.99
2026-04-24,USR_0029,Enterprise,$49.99
2026-04-27,USR_0018,Basic,$9.99
2026-04-27,USR_0023,Basic,$9.99
2026-04-28,USR_0036,Basic,$9.99
2026-04-29,USR_0018,Enterprise,$49.99
2026-04-29,USR_0026,Premium,$19.99
2026-05-01,USR_0023,Enterprise,$49.99
2026-05-02,USR_0038,Premium,$19.99
2026-05-04,USR_0004,Premium,$19.99
2026-05-04,USR_0035,Standard,$14.99
2026-05-04,USR_0024,Basic,$9.99
2026-05-04,USR_0007,Standard,$14.99
2026-05-06,USR_0010,Premium,$19.99
2026-05-08,USR_0020,Standard,$14.99
2026-05-08,USR_0038,Enterprise,$49.99
2026-05-10,USR_0010,Standard,$14.99
2026-05-10,USR_0035,Basic,$9.99
2026-05-12,USR_0021,Premium,$19.99
2026-05-12,USR_0029,Basic,$9.99
2026-05-12,USR_0035,Enterprise,$49.99
2026-05-12,USR_0031,Premium,$19.99
2026-05-13,USR_0040,Standard,$14.99
2026-05-14,USR_0003,Premium,$19.99
2026-05-15,USR_0043,Standard,$14.99
2026-05-15,USR_0009,Standard,$14.99
2026-05-15,USR_0040,Premium,$19.99
2026-05-16,USR_0006,Standard,$14.99
2026-05-18,USR_0039,Enterprise,$49.99
2026-05-18,USR_0004,Basic,$9.99
2026-05-18,USR_0040,Basic,$9.99
2026-05-19,USR_0032,Premium,$19.99
2026-05-19,USR_0023,Basic,$9.99
2026-05-21,USR_0031,Enterprise,$49.99
2026-05-22,USR_0012,Basic,$9.99
2026-05-23,USR_0001,Basic,$9.99
2026-05-23,USR_0012,Premium,$19.99
2026-05-25,USR_0025,Premium,$19.99
2026-05-26,USR_0028,Standard,$14.99
2026-05-27,USR_0010,Basic,$9.99
2026-05-28,USR_0030,Basic,$9.99
2026-05-30,USR_0044,Standard,$14.99
2026-05-31,USR_0011,Enterprise,$49.99
2026-05-31,USR_0018,Premium,$19.99
2026-06-02,USR_0003,Basic,$9.99
2026-06-02,USR_0004,Premium,$19.99
2026-06-06,USR_0009,Enterprise,$49.99
2026-06-06,USR_0023,Standard,$14.99
2026-06-06,USR_0024,Basic,$9.99
2026-06-07,USR_0019,Enterprise,$49.99
2026-06-09,USR_0007,Premium,$19.99
2026-06-09,USR_0019,Enterprise,$49.99
2026-06-09,USR_0005,Enterprise,$49.99
2026-06-10,USR_0025,Basic,$9.99
2026-06-11,USR_0006,Standard,$14.99
2026-06-12,USR_0021,Enterprise,$49.99
2026-06-14,USR_0025,Enterprise,$49.99
2026-06-14,USR_0005,Basic,$9.99
2026-06-15,USR_0042,Basic,$9.99
2026-06-16,USR_0010,Premium,$19.99
2026-06-17,USR_0039,Premium,$19.99
2026-06-19,USR_0017,Standard,$14.99
2026-06-21,USR_0035,Enterprise,$49.99
2026-06-22,USR_0021,Premium,$19.99
2026-06-23,USR_0035,Enterprise,$49.99
2026-06-23,USR_0036,Enterprise,$49.99
2026-06-25,USR_0006,Enterprise,$49.99
2026-06-25,USR_0005,Enterprise,$49.99
2026-06-27,USR_0013,Enterprise,$49.99
2026-06-28,USR_0011,Basic,$9.99
2026-06-28,USR_0024,Enterprise,$49.99
2026-06-29,USR_0004,Standard,$14.99
